,标题,up主,频道,标签,播放量,粉丝数,点赞,硬币,收藏,分享,弹幕,评论,时间,点赞率,投币率,收藏率,分享率,期数,发布时间,爬取时间
43,巴黎圣母院重建，《刺客信条》或将提供参考,观察者网,刺客信条 单机游戏,资讯 综合,593419,7167363,12553,2277,4830,5645,1145,3132,22854.98278,0.021153687,0.003837086,0.008139274,0.009512671,4,2019/4/16 15:29,2021/11/23 22:28
44,体验在印度最大的贫民窟生活一天,20岁了还没去过星巴克,印度 旅游 vlog,生活 日常,4218617,815693,194795,130490,29529,22435,28807,10243,22880.85833,0.046175085,0.030931938,0.006999687,0.005318094,4,2019/4/15 13:37,2021/11/23 22:28
45,【城市拟人】《江山行歌》排骨教主/银临/winky诗/不才/三无MarBlue/KBShinya,共青团中央,国风音乐 中国风 原创歌曲 古风,资讯 热点,1568799,9171479,144570,117342,117419,18716,27366,9238,22946.22139,0.092153297,0.074797345,0.074846427,0.011930145,4,2019/4/12 20:15,2021/11/23 22:28
46,龙头烧烤器,手工耿,手工 DIY,生活 手工,3147973,6006688,136656,76020,19222,28972,10272,5529,22848.46028,0.043410792,0.024148873,0.006106151,0.009203383,4,2019/4/16 22:01,2021/11/23 22:28
47,【央视段子手】朱广权：我就是要用rap播新闻！,鋃月,朱广权 动感视频 鬼畜调教 鬼畜,鬼畜 鬼畜调教,4203504,263863,307114,199440,168676,48955,12475,3195,22949.87,0.073061427,0.047446131,0.040127475,0.011646236,4,2019/4/12 16:36,2021/11/23 22:28
48,华为P30天文望远镜试用，月亮上的陨石坑到底有没有造假,小狼TOWER,iPhone 手机 vlog,科技 数码,1775468,276332,49322,29717,19420,18947,11153,5943,22850.46222,0.027779718,0.016737559,0.010937961,0.010671553,4,2019/4/16 20:01,2021/11/23 22:29
49,什么鬼套路：LOL史上最强回血套路  万毒归宗！！！,点滴菌,英雄联盟,游戏 电子竞技,7665987,519608,306940,380436,200312,92545,24068,15940,22877.63417,0.040039202,0.049626486,0.026129969,0.012072157,4,2019/4/15 16:50,2021/11/23 22:29
50,妹子竟被逼着翻唱保加利亚妖王！?(? ???ω??? ?)?！,隔壁班的喵会长,翻唱 搞笑,音乐 翻唱,1938635,1456059,266343,135692,56998,12917,8844,5438,22928.47667,0.137386873,0.069993578,0.029401099,0.006662936,4,2019/4/13 14:00,2021/11/23 22:29
51,一斤土鸡，一斤黑毛猪，大sao吃吊锅配大蒜，老板都呆了，真过瘾,徐大sao,美食,美食 美食测评,1382930,4010233,24942,10894,1607,868,6125,2238,22851.97639,0.01803562,0.007877478,0.001162026,0.000627653,4,2019/4/16 18:30,2021/11/23 22:29
52,狂野牛仔老番茄,老番茄,,游戏 单机游戏,3279259,16529826,83330,36232,16747,1675,13563,3131,22954.47472,0.025411229,0.011048838,0.005106946,0.000510786,4,2019/4/12 12:00,2021/11/23 22:29
53,【up主变形记】看6位叛逆Up主如何在农村改造，重新做人！,力元君,,,3234818,3547661,126203,58618,29066,5600,7551,4329,1068574.485,0.039013941,0.018120958,0.008985359,0.001731164,4,,2021/11/23 22:29
54,猫中毒太深，主人为其运功疗伤。白胖！你能正常点吗？,白胖过来,喵星人 萌宠 vlog 搞笑,动物圈 喵星人,3268865,374442,151647,79888,38165,36472,5467,3045,22836.35028,0.046391332,0.024439064,0.011675306,0.011157389,4,2019/4/17 10:08,2021/11/23 22:29
55,初中到大学的爱情，你的初恋男友。,一岚子花,,生活 日常,533746,2139,25383,17485,8032,5742,4070,4470,22887.85056,0.047556328,0.032759028,0.015048356,0.010757926,4,2019/4/15 6:38,2021/11/23 22:29
56,《复联4》观影指南，6分钟极简版，4大知识点刷完21部漫威电影,努力的Lorre,复仇者联盟4 漫威 超级英雄,影视 影视杂谈,1102654,4150819,40231,26494,13259,33859,4424,4036,22684.47806,0.036485607,0.024027483,0.012024624,0.030706822,5,2019/4/23 18:00,2021/11/23 22:29
57,【漫威/复联4/合作混剪】终章：终局之战,萌萌中自有天意,复仇者联盟 漫威 影视混剪 超级英雄,影视 影视剪辑,819917,110203,60525,66821,62925,10823,3009,1915,22714.47611,0.073818447,0.081497274,0.076745573,0.013200117,5,2019/4/22 12:00,2021/11/23 22:29
58,【ONLee】把男友化成抖森洛基去看《复联4》首映，路人的反应是...,ONLee_Studio,抖森 复仇者联盟4 洛基 美妆 vlog,时尚 美妆护肤,1427269,487653,50046,22505,23371,10348,7882,2723,22658.61361,0.035064168,0.015767876,0.016374629,0.00725021,5,2019/4/24 19:52,2021/11/23 22:29
59,B站专访《复联4》剧组：美国队长念bilibili太可爱！,哔斯卡金像奖,复仇者联盟4 美国队长 复仇者联盟 漫威 超级英雄,影视 影视杂谈,3173006,445202,106837,46631,60228,25107,12694,3816,22794.7275,0.033670595,0.014696159,0.01898137,0.007912686,5,2019/4/19 3:45,2021/11/23 22:29
60,papi酱读书日特别篇——荒诞派戏剧四部,papi酱,搞笑,生活 搞笑,2215427,6853280,94860,38928,23412,10069,19628,3948,22708.48111,0.042817931,0.01757133,0.010567714,0.004544948,5,2019/4/22 18:00,2021/11/23 22:29
61,[LPL春季赛] 4月21日 IG vs JDG,哔哩哔哩英雄联盟赛事,LPL 英雄联盟,游戏 电子竞技,3787214,11327301,42824,30212,22694,4498,75500,9377,22734.09556,0.011307521,0.007977368,0.005992268,0.00118768,5,2019/4/21 16:23,2021/11/23 22:29
62,日语版《绿色》好听爆哭预警！！超火神曲秒变日剧主题歌awsl？！,O2O男团,日文翻唱 翻唱,音乐 翻唱,2464439,208437,81823,43407,76256,11706,16312,3181,22780.15167,0.033201471,0.017613339,0.030942539,0.004749965,5,2019/4/19 18:20,2021/11/23 22:29
63,如果把《西游记后传》去掉回放，它还好不好看？,神烦XP,孙悟空 影评,影视 影视杂谈,2790375,696382,106494,80624,30358,5723,15472,8315,22692.42389,0.038164763,0.028893607,0.010879541,0.002050979,5,2019/4/23 10:04,2021/11/23 22:29
64,【老徐的奇妙冒险】只狼真好玩嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿！,靠脸吃饭的徐大王,只狼,游戏 单机游戏,2451780,3880418,150788,147233,56698,6799,9491,2251,22757.48778,0.06150144,0.060051473,0.02312524,0.002773087,5,2019/4/20 17:00,2021/11/23 22:29
65,如何5秒钟把一首歌变土,朴冉,编曲 电子音乐 原创歌曲 电音 搞笑,音乐 电音,7659315,358328,352809,179460,139748,43892,36181,11582,22805.62278,0.046062735,0.023430294,0.018245496,0.005730539,5,2019/4/18 16:52,2021/11/23 22:29
66,立体雨伞如何折？简单易学还可以收缩，一步一步教你,手工小匠,折纸 手工 DIY,生活 手工,1413736,488644,105532,68996,196146,13018,5280,2641,22717.92028,0.0746476,0.04880402,0.138743018,0.009208226,5,2019/4/22 8:34,2021/11/23 22:29
67,童年最变态游戏关 12年前劝退无数玩家的噩梦！,神秘店长A,真三国无双 GTA 精灵宝可梦 单机游戏,游戏 单机游戏,2235620,2130382,70611,44455,16979,1509,14359,6095,22779.39778,0.031584527,0.019884864,0.007594761,0.000674981,5,2019/4/19 19:05,2021/11/23 22:29
68,日本宝矿力校园爆燃CM一镜到底广告《宝矿力蓝色之舞 灵魂的呐喊》！,瘫倒的Aqua,日本,生活 搞笑,3420391,43541,158190,85568,213799,84872,5296,4976,22714.16417,0.046249098,0.025017023,0.062507181,0.024813537,5,2019/4/22 12:19,2021/11/23 22:29
69,国产最沙雕的真人版只狼！,森纳映画,宫崎英高 只狼,游戏 单机游戏,3585055,1611811,218294,216620,84007,46514,14355,2764,22539.48333,0.06089,0.060423062,0.023432555,0.012974417,6,2019/4/29 19:00,2021/11/23 22:29
70,【种族天赋】当丈夫回家遇见老婆和她的男朋友,伊丽莎白鼠,RAP 鬼畜调教 鬼畜,鬼畜 鬼畜调教,6235630,6366445,310353,205249,128868,40783,27387,8615,22499.98444,0.049770913,0.032915519,0.020666396,0.006540317,6,2019/5/1 10:30,2021/11/23 22:29
71,沙雕至极！这动画承包了我今年全部的笑点！,LexBurner,动漫杂谈 搞笑,动画 综合,7130096,6961036,362601,314118,98849,11209,55417,10864,22522.405,0.050854996,0.044055227,0.013863628,0.001572069,6,2019/4/30 12:05,2021/11/23 22:29
72,钢铁侠始，钢铁侠终！爱你三千遍！十年终落幕，无悔入漫威！,战场ヶ原-,复仇者联盟4 钢铁侠 复仇者联盟 漫威 超级英雄,影视 影视剪辑,5244673,485871,255177,212012,227395,33738,24221,7414,22656.98389,0.048654511,0.040424255,0.043357327,0.006432813,6,2019/4/24 21:30,2021/11/23 22:29
73,竟有两个美队？完全理清《复联4》时间线，搞懂这部电影！（含剧透）,努力的Lorre,复仇者联盟4 漫威 超级英雄,影视 影视杂谈,1738009,4150820,56554,37928,22434,29642,15529,13244,22585.5375,0.032539532,0.021822672,0.012907873,0.017055148,6,2019/4/27 20:57,2021/11/23 22:29
74,【咬人猫】勾指起誓?? 初次自唱跳~原创舞蹈o(*≧▽≦)ツ,=咬人猫=,宅舞 翻唱,舞蹈 宅舞,7902880,3654473,243649,209463,143334,26712,18311,11202,22514.65361,0.030830406,0.026504641,0.018136932,0.003380034,6,2019/4/30 19:50,2021/11/23 22:29
75,【老番茄】史上最骚杀手(第五集),老番茄,,游戏 单机游戏,15928580,16529835,806354,778211,333716,17318,70132,9246,22498.49611,0.050623094,0.04885627,0.020950769,0.001087228,6,2019/5/1 12:00,2021/11/23 22:29
76,B站宝贝,异次元臭豆腐,手书 鬼畜 搞笑,动画 短片·手书·配音,6580180,217646,448496,307321,211695,13707,27005,5824,22594.57472,0.068158622,0.046704042,0.032171612,0.002083074,6,2019/4/27 11:55,2021/11/23 22:29
77,如何用一只猫来制作音乐,黄布林布林,编曲 原创歌曲 电音 搞笑,音乐 电音,691257,15911,87870,94697,48302,9585,7197,1915,22742.56361,0.127116253,0.136992464,0.069875603,0.013866044,6,2019/4/21 7:56,2021/11/23 22:29
78,【敖厂长】难度超变态的沙雕游戏,敖厂长,,游戏 单机游戏,4307321,7580963,177470,169190,38167,5613,18681,6896,22558.49333,0.041201944,0.039279636,0.00886096,0.00130313,6,2019/4/29 0:00,2021/11/23 22:29
79,《火影忍者博人传》沙画动画极限2000幅，沙子绘制的动画效果炸裂堪比原作！,玉译沙画工作室,,动画 综合,1326813,183708,266197,371236,135054,22167,11218,5230,22673.43361,0.200628875,0.279795269,0.10178827,0.016706951,6,2019/4/24 5:03,2021/11/23 22:29
80,《纸人》猎奇文化向解说01丨乌盆记.,小熊flippy,纸人 恐怖游戏,游戏 单机游戏,1457206,950237,113940,148809,65157,11365,40489,8113,22569.48639,0.078190729,0.102119398,0.044713651,0.007799172,6,2019/4/28 13:00,2021/11/23 22:29
81,华农兄弟：出生20多天的小狗会走了，肥嘟嘟的，带它们晒晒太阳,华农兄弟,中华田园犬 汪星人 萌宠,动物圈 汪星人,2386888,6477678,79200,23802,5033,2366,25612,5334,22522.82917,0.03318128,0.00997198,0.002108603,0.000991249,6,2019/4/30 11:40,2021/11/23 22:30
82,某大学生穿上高中校服偷偷溜进高三某班，会发生什么？（差点被班主任赶出去）,拉宏桑,,生活 日常,4262617,2369802,180375,71373,34876,7038,30299,8937,22492.41278,0.042315554,0.016743939,0.008181828,0.001651098,7,2019/5/1 18:05,2021/11/23 22:30
83,【真人版 ? 铁锤爬山】地狱级挑战，真的能成功登顶吗!!?,J-Bao頻道,,生活 日常,2672459,35070,279408,308830,62599,13335,11991,4505,22422.12167,0.104550902,0.115560239,0.023423746,0.004989787,7,2019/5/4 16:23,2021/11/23 22:30
84,《蜘蛛侠：英雄远征》超级预告惊爆来袭！延续复联燃战今夏！,鲲鹏万里-漫威加载中,蜘蛛侠 复仇者联盟 漫威 超级英雄,影视 预告·资讯,2083901,23636,53753,13768,38162,29821,3866,4510,22368.55,0.025794412,0.00660684,0.01831277,0.014310181,7,2019/5/6 21:57,2021/11/23 22:30
85,我连一秒都没有拥有过她，却感觉失去过她千万次。,永远的我的鸟笼Me,MAD,动画 MAD·AMV,16730718,351615,808214,657293,709899,66513,151776,18259,22469.56083,0.048307192,0.039286598,0.042430875,0.003975502,7,2019/5/2 16:56,2021/11/23 22:30
86,什么鬼套路：LOL史上最莽套路 冰火九重天！！！,点滴菌,英雄联盟 搞笑,游戏 电子竞技,4552867,519607,242788,295650,144981,22492,24121,16513,22324.47861,0.053326399,0.064937104,0.031843891,0.004940184,7,2019/5/8 18:01,2021/11/23 22:30
87,一个高中生的无聊成果（5），火柴人,小徐春风润物,火柴人 定格动画,生活 日常,1591438,67447,207787,230938,47105,7036,2903,3259,22514.49861,0.130565564,0.145112785,0.029599017,0.004421159,7,2019/4/30 20:00,2021/11/23 22:30
88,来自沙雕室友的神奇电话 我笑哭了,chshh,搞笑,动画 综合,11077946,178849,525302,328848,282204,69282,32930,3239,22512.16972,0.047418718,0.029684925,0.025474398,0.006254047,7,2019/4/30 22:20,2021/11/23 22:30
89,给女朋友看自己的手办会被揍吗!?,真田康康君,崩坏3 搞笑,生活 日常,1016982,163894,18797,4149,5996,1226,3129,2000,22442.39667,0.01848312,0.004079718,0.005895876,0.001205528,7,2019/5/3 20:06,2021/11/23 22:30
90,高铁商务座和普通座到底什么区别，一节车厢竟只有5个座位，太爽,翔翔大作战,高铁 机械 旅游,生活 日常,2240373,4180397,43337,11727,3608,2546,10374,2665,22396.17194,0.019343654,0.005234396,0.001610446,0.001136418,7,2019/5/5 18:20,2021/11/23 22:30
